country,date,inflation_rate,interest_rate,oil_price,gdp_growth,unemployment_rate,money_supply_m2,exchange_rate_usd,food_price_index,supply_chain_index
CAN,2021-07,4.763050732,-0.04,73.14,2.59,5.26,12094,24.25,109.51,1.41
AUS,2024-05,3.568046086,0.62,78.35,4.73,4.88,8403,102.67,141.68,1
SAU,2024-09,3.46999605,3.14,80.62,3.5,3.12,11898,2.66,135.37,1.51
ZAF,2023-11,2.904553144,2.85,68.82,6.53,7.79,9064,59.56,130.91,1.47
USA,2022-06,4.735297131,6.3,108.42,5.15,5.37,8880,73.55,115.34,1
IND,2021-09,3.147449646,2.71,66.81,5.8,5.94,13367,46.25,102.92,1.1
IND,2021-02,5.729032165,1.64,66.97,-0.14,6.95,7444,49.77,127.11,1.9
CHN,2023-05,2.049423669,1.45,67.1,3.22,6.74,10304,63.76,127.19,1.77
PHL,2020-06,2.363121369,4.35,40.61,-0.99,5.56,8538,26.52,106.46,3.54
TUR,2023-04,3.931830193,3.42,71.95,1.87,4.92,16644,80.25,145.38,1.8
RUS,2020-09,3.984119738,2.83,41.23,2.92,5.53,8279,5.97,97.67,4.15
MEX,2023-07,3.054277328,3.24,97.24,-1.15,4.76,9480,82.55,151.46,1
IDN,2020-12,3.542302907,1.46,31.5,2.87,7.22,8420,7.85,116.45,3.6
ARG,2023-12,4.029968468,3.46,69.05,1.54,4.56,15172,74.88,132.91,1.72
AUS,2021-11,5.594640034,2.06,70.41,0.01,6.14,11736,91.84,110.84,2.02
CHN,2023-11,2.651760202,2.13,58.31,3.67,4.7,12379,65.62,129.1,1.41
PHL,2021-12,2.133308996,4.33,71.46,1.83,5.44,10863,29.51,100.53,1
ZAF,2020-08,6.120144175,2.27,29.48,3.23,6.02,6228,53.12,116.77,3.57
JPN,2020-05,3.717288228,0.99,48.78,1.35,6.05,9068,57.62,101.95,4.29
VNM,2021-05,4.11942607,1.43,59.19,2.65,4.75,12305,92.13,119.24,1.81
VNM,2024-02,4.562809379,1.5,80.16,2.14,3.5,8283,101.35,137.19,1.6
ARG,2020-12,1.519460247,1.5,36.04,2.07,7.75,9550,81.03,113.76,3.58
CAN,2020-04,5.06919792,0.33,36.14,3.61,5.53,10877,24.72,99.19,3.25
KOR,2020-09,7.379018904,2.9,41.48,-0.94,6.4,8739,20.26,92.13,3.64
JPN,2023-11,4.844093955,1.11,75.58,-0.46,6.49,12768,61.21,130.41,1.29
VNM,2021-02,4.134319332,-0.91,71.06,4.18,7.25,14309,91.39,89.27,1.37
PHL,2020-09,2.280470774,4.68,33.85,-3.48,7.72,13623,27.43,110.9,3.29
THA,2023-12,2.643934892,2.63,69.95,5.28,3.73,12738,37.22,130.68,1.62
ARG,2024-04,1.823543034,2.52,78.25,5.37,3.65,13970,77.63,138.85,1.03
USA,2023-02,3.1749475,4.09,81.98,5.72,2.96,11759,72.22,145.7,2.08
CAN,2021-09,6.402113689,0.67,83.47,4.07,7.47,15340,23.54,119.73,1
PHL,2021-04,4.940382755,5.02,67.74,4.37,5.01,9255,27.19,105.09,1.73
USA,2024-12,5.590670837,4.15,70.33,5.02,5.61,12859,70.68,147.72,1.43
AUS,2022-08,5.336571243,0.85,153.77,-1.65,5.41,9288,100.88,120.16,1.41
IND,2021-09,2.929527234,2.71,66.81,5.8,5.94,13367,46.25,102.92,1.1
ZAF,2024-09,5.842083161,0.17,86.1,6.02,5.12,9841,56.04,140.88,1.3
USA,2023-07,1.15664016,3.66,74.41,3.68,4.91,13768,74.36,132.76,1.36
EU,2020-06,2.389678552,1.28,35.33,2.77,7.79,11140,27.5,97.39,4.02
ZAF,2021-12,5.694128718,2.46,76.62,3.45,5.37,14713,56.56,122.86,1
GBR,2022-05,5.131180879,3.66,112.4,-1.92,6.6,11400,29.94,121.57,1.32
IND,2021-02,4.917318144,1.64,66.97,-0.14,6.95,7444,49.77,127.11,1.9
IND,2024-02,4.993351385,3.54,85.25,3.23,4.89,14542,50.7,138.97,1.63
AUS,2022-02,7.453890018,-0.45,111.17,2.59,4.43,12484,94.69,120.81,1.7
GBR,2022-12,5.105859878,5.25,98.15,-1.17,3.94,10202,28.85,138.63,1.19
SAU,2021-08,4.911242379,3.22,78.08,1.94,6.17,14331,2.69,117.02,1.44
ZAF,2022-02,7.133176069,2.56,110.23,1.03,6.56,8469,59.36,129.67,1
MEX,2024-12,5.845175705,3.77,71.78,4.48,3.28,13277,96.4,154.25,2.03
AUS,2023-11,2.949441679,0.41,63.03,3.16,5.76,16439,98.38,136.96,1.04
MEX,2020-04,3.978262646,1.56,34.15,0.4,6.29,8738,88.03,108.37,2.94
VNM,2023-03,5.553880748,2.91,81.56,5.76,5.65,15773,93.67,128.33,1.75
CAN,2020-06,6.997127602,-1.14,41.69,3.94,6.82,11894,24.57,98.35,3.05
CHN,2023-04,3.935664989,0.88,75.11,3.33,4.61,15202,58.99,145.91,1.71
CHN,2024-06,3.162122562,0.93,79.06,2.54,5.66,14087,65.89,135.79,1
CAN,2020-10,4.424216589,1.26,38.13,2.03,6.37,10218,22.72,109.67,3.34
EU,2023-07,3.027392235,0.54,70.02,4.66,4.07,12349,26.76,142.88,1.74
IDN,2022-12,5.73205134,-1.28,101.22,4.88,7.19,10905,7.26,96.74,1
AUS,2024-12,2.158529146,-0.18,86.71,5.25,3.79,12534,95.17,146.45,1.24
JPN,2024-02,2.197695995,2.47,70.21,4.13,3.89,14306,58.51,144.56,1
EU,2020-01,3.971899208,-0.48,40.24,1.12,6.95,9738,27.35,94.11,3.16
SAU,2024-09,2.92497116,3.14,80.62,3.5,3.12,11898,2.66,135.37,1.51
TUR,2024-10,2.228941134,3.3,85.77,2.92,6.02,12084,78.36,151.46,1.82
TUR,2021-06,4.268568993,3.15,59.32,4.12,5.47,12744,78.32,106.11,1.12
CHN,2022-10,4.749566083,0.86,135.68,4.03,3.78,10513,64.96,122.85,1.41
SAU,2023-02,5.070802351,3.01,75.58,7.02,3.53,12411,2.53,137.34,1.78
KOR,2024-02,5.621086653,4.76,90.61,1.47,2.85,10449,22.12,135.53,1.89
USA,2023-02,3.668160808,4.09,81.98,5.72,2.96,11759,72.22,145.7,2.08
TUR,2024-06,3.24271049,4.53,70.18,3.1,4.06,14380,78.55,150.48,2.47
CAN,2023-09,1.675432856,0.81,66.33,3.39,4.35,13057,22.93,137.68,1.68
PHL,2020-12,3.527458661,5.38,37.36,1.93,7.35,9611,29.41,100.09,3.5
EU,2023-11,6.138086224,1.52,89.89,1.75,5.83,17240,29.13,129.93,2.44
GBR,2020-03,5.088244351,3.89,43.04,4.34,4.91,10198,29.04,86.11,4.88
IDN,2021-12,3.952095379,0.58,80.7,1.31,6.21,11530,7.12,124.6,1.87
CHN,2021-06,4.041866457,1.52,71.57,1.85,7.09,13190,61.11,119.24,2.04
ZAF,2021-01,6.169691095,2.32,69.26,1.22,6.52,12303,55.55,103.47,1.41
EU,2021-12,3.632434062,1.13,74.64,3.2,5.49,13566,25.72,107.64,1.28
PHL,2020-11,1.817421927,3.35,37.89,3.81,6.69,10242,28.18,100.03,4.02
THA,2021-02,1.769573191,3.79,71.56,3.79,5.04,10008,38.49,118.65,1.08
USA,2023-09,2.361121246,6.29,64.05,1.34,4.7,15757,80.84,132.42,1.77
ARG,2021-12,4.64892391,3.2,70.88,5.08,4.71,10326,74.8,96.14,1
SAU,2022-07,6.848520813,3.4,102.8,1.63,5.89,12502,2.45,110.74,1.63
ARG,2023-10,2.034419725,3.68,75.55,4.49,5.56,11252,72.45,109.68,1
BRA,2020-03,2.723853835,3.89,39.78,-0.85,6.99,8660,16.8,111.82,3.59
AUS,2024-02,4.117875342,1.67,83.24,3.92,4.7,10645,94.51,139.91,1.61
PHL,2020-12,2.346282269,5.38,37.36,1.93,7.35,9611,29.41,100.09,3.5
IND,2022-12,5.478954912,5.34,117.45,-0.51,5.75,11746,52.75,124.68,1.27
USA,2021-10,1.368187319,5.46,66.58,2.18,6.63,9871,74.18,127.63,1.04
PHL,2023-11,2.795716606,4.44,56.67,1.96,4.46,8917,23.42,120.16,1
MEX,2022-10,5.702195953,2.41,117.41,0.34,5.1,13780,93.53,120.85,1.32
KOR,2024-01,5.209956755,3.73,79.05,4.17,3.6,11900,22.38,126.4,1.61
KOR,2022-01,6.086735304,3.44,133.99,4.64,6.51,16254,20.77,103.18,1.78
PHL,2024-11,0.999023532,3.51,75.86,0.94,3.38,12462,28.76,131.71,1.16
THA,2022-10,3.138516106,1.69,106.81,2.34,5.29,13309,37.61,117.72,1.15
THA,2022-05,4.973036484,2.82,111.66,0.39,5.85,13420,35.21,119.63,2.37
ARG,2020-04,2.591769867,3.54,42.35,-2.95,6.73,11554,76.18,100.87,3.68
VNM,2021-09,3.541642677,0.77,64.6,2.82,4.3,11431,95.19,120.29,1.11
MEX,2021-02,4.900387202,2.34,69.6,0.26,6.07,11206,84.35,117.38,1.87
BRA,2024-09,3.506341561,0.98,78.82,4.49,4.88,14124,17.23,135.91,1.27
IND,2023-10,5.109875375,-0.33,77.22,3.37,6.8,9597,50.56,142.39,2.18
BRA,2022-04,5.4761532,1.98,152.22,2.86,5.96,12944,15.57,121.95,1.45
IDN,2024-11,5.159583037,0.68,77.51,3.18,5.03,11896,7.46,140.52,1.08
VNM,2021-06,5.561729988,0.19,80.49,3.21,4.72,7901,83.31,127.55,1.15
RUS,2021-08,3.278112751,4.47,70.12,2.26,4.94,7193,5.46,127.99,1.55
THA,2024-02,3.686096194,3.08,79.98,3.54,4.14,14408,37.11,125.97,1.21
USA,2024-11,5.753325834,4.45,81.68,0.45,5.3,12716,74.32,128.61,1
RUS,2020-11,4.848861717,3.31,41.09,-0.25,4.99,6469,5.23,79.47,4.15
MEX,2021-12,7.0999636,0.77,78.77,5.91,5.94,10328,91.33,102.51,1.98
IND,2020-10,5.943174151,3.04,36.61,2.48,7.13,10359,51.06,111.1,3.76
VNM,2024-05,6.182492476,2.17,76.09,4.55,3.93,13103,102.95,139.76,1.26
THA,2021-06,3.990244432,1.72,70.47,1.82,3.76,8871,37.62,118.33,1.62
MEX,2021-04,4.131891686,3.54,61.39,-0.53,6.48,9401,88.54,101.27,1.77
VNM,2021-08,4.850273624,0.4,69.43,3.49,6.17,7238,93.07,108.16,1.65
CHN,2022-07,6.152522335,0.27,114.75,5.85,5.01,8147,62.16,120.16,1.59
CAN,2023-02,5.222406691,-0.67,54.02,3.41,3.74,15490,24.77,137.32,1
CAN,2021-03,5.001794665,1.24,88.67,3.28,6.45,12556,22.05,118.99,2.12
GBR,2020-05,4.785536344,4.33,46.03,-0.33,6.83,8415,30.99,117.32,4.07
ARG,2021-12,3.617496945,3.2,70.88,5.08,4.71,10326,74.8,96.14,1
THA,2022-07,4.191078338,2.12,117.22,4.23,6.5,9523,36.06,120.92,1.01
KOR,2020-05,4.74639483,5.48,44.79,1.67,5.91,10779,21.49,94.68,3.21
GBR,2020-07,5.895494376,4.09,38.52,-0.21,6.59,15109,33.34,111.8,3.38
BRA,2024-03,4.405490328,4.15,81.4,3.32,3.61,11659,16.17,149.98,2.02
USA,2022-07,3.992434454,4.81,116.07,3.79,5.63,11514,78.03,101.03,1.95
CAN,2024-11,5.159761064,-0.57,78.34,0.77,3.79,11070,23.31,114.26,1.63
GBR,2024-10,2.774009103,4.71,70.01,5.33,3.78,13156,28.35,136.88,1.96
JPN,2022-01,3.869484759,2.1,123.04,4.25,6.97,9866,59.2,113.96,1.27
JPN,2022-07,5.118217776,1.24,85.18,0.24,7.91,11705,61.69,135.16,1.02
BRA,2023-11,5.158985375,3.57,77.6,2.99,6.18,6781,16.83,116.27,1
IDN,2022-01,5.175548434,1.52,108.87,4.57,6.09,12536,8.05,109.36,2
TUR,2020-02,3.188553395,5.51,39.93,-0.39,6.32,11771,81.85,102.81,3.33
USA,2023-11,1.033451461,6.2,71.53,4.77,4.86,8500,65.37,132,1.33
ZAF,2023-08,4.766191389,1.99,84.44,3.8,7.29,13253,59.54,112.37,2.03
MEX,2021-06,4.871215421,1.69,62.22,-0.91,6.3,14296,97.82,104.53,2.09
TUR,2021-10,6.601525485,3.2,71.39,5.82,5.36,12756,79.23,107.35,1.92
KOR,2023-05,4.869007452,2.96,97.53,6.7,4.74,12143,21.55,128.28,1
KOR,2022-05,4.519458112,3.54,107.77,1.35,4.76,12136,19.64,102.84,1.75
PHL,2024-12,3.076686259,3.82,78.76,2.24,3.64,17626,27.65,146.93,2.14
IND,2022-01,6.544478271,3.06,124.3,0.21,5.61,10530,49.51,119.67,1.64
BRA,2023-09,1.705726552,1.75,76.95,3.22,4.37,10438,14.07,134.94,1
RUS,2022-09,7.539937414,2.27,121.45,1.29,8.21,13148,6.39,115.09,2.09
JPN,2023-05,2.326117246,1.7,69.14,3.47,4.75,15015,60.31,142.01,2.41
PHL,2021-01,1.09008615,4.61,70.13,1.92,5.5,8900,26.19,121.06,1.49
IDN,2021-02,2.810723828,2.05,48.71,2.82,6.23,10687,7.12,98.65,1
TUR,2021-01,3.485667939,4.15,75.45,1.13,8.19,13026,86.03,107.53,1.72
PHL,2023-03,2.50069162,2.93,86.47,5.81,5.25,14749,25.54,139.5,1.06
ARG,2022-03,4.308756788,3.74,93.99,0.91,6.37,14902,66.91,112.62,1.01
SAU,2020-08,5.783520384,3.64,40.53,-3.54,6.93,11404,2.61,103.92,3.08
CAN,2020-09,4.233530033,-0.08,39.66,3.75,7.77,5618,24.76,90.09,3.62
PHL,2021-01,1.719970068,4.61,70.13,1.92,5.5,8900,26.19,121.06,1.49
IDN,2024-11,3.635501712,0.68,77.51,3.18,5.03,11896,7.46,140.52,1.08
GBR,2022-08,4.348464388,5.39,116.51,4.16,5.24,16269,29.34,144.42,1.81
IDN,2021-07,4.165519836,0.45,65.53,1,6.25,11234,7.91,123.15,1
JPN,2021-02,3.818720798,0.9,60.76,1.4,7.9,10397,66.53,126.26,2.28
SAU,2022-10,7.722576448,3.24,89.8,1.69,6.53,14857,2.73,139.82,2.42
ARG,2023-01,2.335484923,3.07,83.15,0.45,5.37,16042,84.11,131.98,1.44
USA,2024-04,5.251707057,4.13,72.63,-0.88,5.35,13130,73.44,130.12,2.69
ZAF,2022-04,5.073459482,2.4,100.15,0.83,3.78,12188,59.89,122.36,1.94
IDN,2020-08,5.027556323,-0.84,37.45,1.94,5.35,10926,7.19,90.35,4.02
GBR,2024-07,5.565619216,4.28,88.73,2.35,5.59,13702,29.03,159.04,1.9
THA,2020-08,2.567464083,1.26,34.8,3.47,5.72,8920,37.61,92.99,3.08
BRA,2022-08,5.360237253,3.58,81.33,2.66,6.64,11462,15.51,116.13,2.16
JPN,2021-12,5.067827653,1.24,77.45,2.5,5.88,10859,64.61,112.15,1.4
MEX,2021-04,2.101348986,3.54,61.39,-0.53,6.48,9401,88.54,101.27,1.77
USA,2020-02,3.438636104,4.33,44.75,0.02,5.8,6952,71.03,78.6,3.91
KOR,2023-07,3.711412651,4.99,74,3.58,5.67,9643,21.36,122.19,1
JPN,2024-03,2.472309585,1.3,73.07,3.31,4.08,12908,61.71,130.54,1
IND,2020-07,6.893846182,1.77,38.81,4.73,6.18,9216,53.84,112.17,3.32
SAU,2021-02,5.791967018,3.47,68.13,2.04,5.07,10533,2.79,110.78,2.2
ARG,2023-12,5.004914764,3.46,69.05,1.54,4.56,15172,74.88,132.91,1.72
TUR,2021-10,5.814319771,3.2,71.39,5.82,5.36,12756,79.23,107.35,1.92
GBR,2021-03,5.105264605,3.94,71.85,1.59,6.8,11273,29.28,102.29,2.2
SAU,2020-06,6.300519137,3.19,36.17,-2.35,8.29,11347,2.8,95.66,3.03
ZAF,2024-02,5.64961701,1.9,73.09,2.77,4.08,11590,60.02,146.21,2.56
THA,2020-03,0.398177134,0.3,40.66,1.75,5.29,12405,35.75,107.58,3.57
AUS,2022-08,6.40176664,0.85,153.77,-1.65,5.41,9288,100.88,120.16,1.41
SAU,2024-09,3.319470086,3.14,80.62,3.5,3.12,11898,2.66,135.37,1.51
ARG,2024-11,2.910129677,2.59,74.37,3.04,4.45,13225,78.27,135.02,1.96
TUR,2024-10,3.627407004,3.3,85.77,2.92,6.02,12084,78.36,151.46,1.82
TUR,2021-05,3.394261431,6.35,66.77,1.62,5.91,9859,82.17,87.84,1.63
GBR,2023-12,4.545609627,5.2,78.02,4.87,4.02,13818,30.48,144.07,1.2
TUR,2024-10,2.903940954,3.3,85.77,2.92,6.02,12084,78.36,151.46,1.82
PHL,2020-12,1.986961571,5.38,37.36,1.93,7.35,9611,29.41,100.09,3.5
IND,2024-12,3.773372275,2.52,75.03,6.82,4.52,9399,46.88,142.31,1.45
PHL,2020-06,3.147827953,4.35,40.61,-0.99,5.56,8538,26.52,106.46,3.54
VNM,2022-02,3.959038372,1.02,124.59,2,5.43,8231,93.81,126.21,1.81
VNM,2020-03,5.200995155,1.39,29.81,1.54,8.18,6258,91.97,103.27,3
CHN,2024-05,3.64379735,1.64,79.45,2.24,3.49,11234,60.28,132.42,1
JPN,2020-07,3.579198132,0.4,37.42,1.15,4.95,9588,59.03,95.09,3.4
CAN,2024-04,5.575551607,-0.5,79.18,-0.59,4.4,19134,22.65,143.77,2.57
IND,2022-01,5.691026889,3.06,124.3,0.21,5.61,10530,49.51,119.67,1.64
EU,2023-01,3.354555543,1.78,77.25,1.83,5.04,14668,29.8,144.56,1.04
KOR,2021-08,4.249047336,4.49,66.75,3.54,6.08,9640,21.28,96.16,2.31
VNM,2023-12,4.498134147,1.3,69.55,-0.78,4.55,11303,85.62,105.76,1.92
GBR,2024-05,3.734331055,4.75,85.38,3.04,5.12,13992,29.32,125.91,1
PHL,2023-10,0.722587458,4.13,76.61,3.14,5.64,7856,27.33,122.92,1.4
PHL,2021-08,2.026905679,3.12,70.72,0.45,4.99,13117,26.42,110.85,1.38
CAN,2022-03,3.575775281,1.42,105.73,1.99,4.84,10923,23.79,120.28,1.25
IND,2022-01,6.942255416,3.06,124.3,0.21,5.61,10530,49.51,119.67,1.64
EU,2022-02,3.754987878,0.19,117.95,0.52,6.01,12153,24.88,120.54,1
CHN,2020-08,2.740092954,-0.09,35.64,2.18,5.74,9027,58.23,84.34,3.49
RUS,2023-03,4.510663613,3.21,79.2,6.06,5.34,12001,5.73,116.66,1
IND,2024-11,2.904099932,2.74,72.57,3.85,4.74,14461,53.76,137.77,1
CAN,2022-06,7.897167666,1.18,108.37,2.96,7.23,11244,22.29,105.23,2.19
AUS,2021-08,4.351339013,0.92,68.13,1.46,4.78,11773,100.47,98.78,1.86
IDN,2024-08,4.682360108,-0.18,94.23,6.92,6.44,14737,7.67,148.53,1.65
MEX,2020-04,3.507240762,1.56,34.15,0.4,6.29,8738,88.03,108.37,2.94
RUS,2024-07,4.918943899,3.86,75.33,4.6,5.77,16422,5.03,144.35,1.33
JPN,2020-05,4.086853208,0.99,48.78,1.35,6.05,9068,57.62,101.95,4.29
GBR,2023-04,2.656402193,5.49,76.5,5.11,4.9,11179,30.51,134.17,2
IDN,2021-09,5.656898877,0.75,69.05,0.54,4.22,8249,7.07,98.88,1
SAU,2024-01,7.829883436,4.96,86.74,4.34,5.8,14540,2.37,146.07,1.84
CAN,2023-05,4.831104321,-0.37,63.03,2.2,6.24,16342,24.37,128.77,1.98
MEX,2021-10,4.264659712,4.08,78.72,0.78,7.14,7628,88.74,108.46,1
THA,2022-02,3.2155487,2.98,125.07,1.59,4.72,16782,37.64,131.21,1.15
IDN,2024-04,3.667944946,-0.1,89.88,3.02,5.51,8772,7.05,126.68,2
TUR,2023-02,4.338600118,2.87,92.68,3.91,4.11,13864,78.41,123.75,1.11
MEX,2022-10,5.814857533,2.41,117.41,0.34,5.1,13780,93.53,120.85,1.32
MEX,2023-02,5.428718857,2.43,82.83,3.06,4.81,15228,83.92,142.12,1.09
CHN,2020-06,4.217575963,2.1,33.78,3.85,6.73,11662,62.41,87.97,3.02
CHN,2020-09,5.044656877,1.29,41.24,3.88,5.91,10201,57.5,104.06,3.58
EU,2020-08,5.161319497,-1.69,36.5,0.13,6.56,13068,26.72,111.26,4.04
IND,2021-05,6.457341548,1.09,86.4,1.51,5.16,11166,49.59,131.71,1.87
IND,2021-02,4.820762959,1.64,66.97,-0.14,6.95,7444,49.77,127.11,1.9
RUS,2024-09,4.542602761,4.14,88.52,5.45,4.01,18030,5.08,143.53,1.44
PHL,2022-06,1.028074204,4.49,116.5,1.96,4.41,10850,27.25,148.01,1.41
EU,2021-03,5.637603016,-0.68,72.39,3.05,5.27,15890,27.96,106.46,1.11
CAN,2021-02,5.325083683,-0.61,75.2,1.31,6.38,12386,22.31,101.95,1
BRA,2021-08,2.553121161,3.29,71.92,-0.1,7.36,14184,18.99,126.41,1.75
PHL,2021-06,1.983484736,4.63,81.58,2.19,5.5,13088,28.44,100.47,2.11
MEX,2021-02,5.531029135,2.34,69.6,0.26,6.07,11206,84.35,117.38,1.87
SAU,2023-11,3.145023537,2.03,72.61,2.85,6.5,12823,2.57,123.89,1.15
BRA,2022-09,1.934371223,1.69,108.3,3.69,4.91,14963,16.47,118.68,1.61
IDN,2022-01,5.455367561,1.52,108.87,4.57,6.09,12536,8.05,109.36,2
AUS,2024-11,2.873756986,0.67,72.87,1.8,4.51,15496,102.61,124.68,1.3
CAN,2020-03,5.028668268,-0.07,48.59,1.25,5.7,10193,21.53,103.96,2.25
PHL,2021-01,1.685656123,4.61,70.13,1.92,5.5,8900,26.19,121.06,1.49
AUS,2021-03,3.893642227,1.07,77.33,0.53,5.86,13307,100.59,125.98,1
GBR,2024-11,2.536633419,5.02,74.48,1.72,4.82,12923,29.23,144.85,1.25
GBR,2023-07,3.081934344,4.28,74.82,4.98,4.41,12241,31.01,126.23,1.14
MEX,2023-02,5.452445573,2.43,82.83,3.06,4.81,15228,83.92,142.12,1.09
THA,2020-07,0.688982204,1.61,40.02,0.35,7.41,11460,36.31,95.78,3.39
IND,2023-06,6.305083995,2.05,79.1,3.86,5.8,14342,53.01,137.54,1.86
TUR,2023-02,5.868178872,2.87,92.68,3.91,4.11,13864,78.41,123.75,1.11
CAN,2023-02,5.496928506,-0.67,54.02,3.41,3.74,15490,24.77,137.32,1
KOR,2020-07,3.404029251,5.63,42.64,4.31,5.29,7252,20.94,85.89,3.44
GBR,2021-08,4.246898148,5.97,64.41,3.15,4.48,11468,30.01,127.47,2.13
TUR,2023-04,2.96371047,3.42,71.95,1.87,4.92,16644,80.25,145.38,1.8
MEX,2023-03,5.101065543,1.97,83.81,4.91,4.89,19044,89.43,142.33,1.86
CHN,2022-06,3.515038,0.59,106.16,3.49,5.11,8103,59.73,124.2,1.34
CAN,2023-12,4.828387373,0.06,67.27,0.94,5.5,15660,23.19,121.59,1.63
KOR,2022-09,4.123735627,4.8,111.93,3.22,5.82,11680,21.49,117.82,1.33
KOR,2021-06,5.909866947,4.28,90.36,5.01,8.19,13677,19.48,107.66,1.08
VNM,2020-01,3.732812053,1.59,41.86,3.84,6.75,10173,91.07,103.38,3.2
IND,2022-09,6.551435757,1.57,108.39,0.11,5.64,8230,55.61,137.33,1.72
VNM,2023-01,6.140003146,3.54,63.97,1.96,5.22,12914,98.51,129.84,1.13
CAN,2023-10,3.818285324,2.25,76.03,7.06,4.83,13994,24.36,121.73,1.22
TUR,2022-03,4.230959766,4.07,118.76,3.36,6.27,8383,86.94,141.93,2.14
CAN,2024-02,5.869229034,-0.08,75.09,5.83,4.4,13905,21.89,119.07,2.1
TUR,2022-08,4.453085234,5.55,104.81,2.84,6.18,14150,83.95,119.62,1.08
VNM,2021-05,3.517062528,1.43,59.19,2.65,4.75,12305,92.13,119.24,1.81
KOR,2023-03,3.073199661,4.84,62.54,1.85,4.38,11984,21.72,122.15,2.92
IND,2020-06,5.579221688,3.99,39.41,1.45,5.5,8784,52.14,94.95,2.44
AUS,2022-08,5.413525751,0.85,153.77,-1.65,5.41,9288,100.88,120.16,1.41
IDN,2024-04,3.649040744,-0.1,89.88,3.02,5.51,8772,7.05,126.68,2
IND,2024-04,3.671397045,2.55,78.1,2.6,4.5,17371,46.42,146.01,1.81
MEX,2023-10,5.437959059,4.56,75.52,0.12,4.48,13188,91.43,128.73,1.95
IDN,2023-08,4.455092667,-0.32,65.44,4.69,2.8,11557,7.41,121.17,1.08
ARG,2022-05,1.644924152,2.59,113.33,-3.78,6.29,13050,79.16,124.94,1
BRA,2023-02,1.712085738,3.34,77.7,6.28,5.38,13011,15.16,133.12,1.95
JPN,2023-01,4.85135499,1.3,67.3,1.83,5.22,14587,53.75,137.15,1.4
VNM,2020-05,5.022203015,0.89,40.91,3.16,5.64,9081,90.77,100.72,3.62
USA,2024-11,6.0165348,4.45,81.68,0.45,5.3,12716,74.32,128.61,1
USA,2021-02,3.220202166,3.95,58.5,4.77,7.41,12701,70.1,123.92,1.11
MEX,2023-09,4.754440215,2.31,68.43,5.24,6.27,12327,94.38,128.28,1.29
TUR,2023-10,3.154366949,4.13,84.03,0.97,3.26,13525,81.63,119.45,1.38
IDN,2020-03,3.840091259,1.09,38.89,3.26,5.49,10968,7.25,94.71,3.53
TUR,2020-02,3.576675809,5.51,39.93,-0.39,6.32,11771,81.85,102.81,3.33
GBR,2021-06,5.899261514,4.14,74.73,3.69,5.83,10817,28.04,99.3,2.19
JPN,2022-09,6.330654893,-0.19,103.8,3.47,3.95,13336,58.48,130.83,2.44
CHN,2020-09,5.190721926,1.29,41.24,3.88,5.91,10201,57.5,104.06,3.58
CHN,2024-11,5.450211091,0.11,79.42,-0.12,5.14,17401,64.59,127.99,1.25
IND,2021-04,5.780392627,3.2,76.78,4.75,5.86,6973,54.07,119.53,1.17
TUR,2023-10,3.655996469,4.13,84.03,0.97,3.26,13525,81.63,119.45,1.38
VNM,2022-04,4.894397776,0.66,113.12,4.61,5.46,8936,93.12,126.82,1.64
VNM,2023-05,5.771244524,1.96,80.16,3.5,6.58,12200,94.29,129.05,2.58
RUS,2022-09,8.273828293,2.27,121.45,1.29,8.21,13148,6.39,115.09,2.09
JPN,2024-04,5.506938647,-0.32,84.66,2.5,5.48,11893,62.82,145.16,1
MEX,2021-06,5.252644206,1.69,62.22,-0.91,6.3,14296,97.82,104.53,2.09
IDN,2020-07,4.465433387,0.76,42.91,2.51,6.47,7410,7.65,107.29,3.76
THA,2022-05,5.127198856,2.82,111.66,0.39,5.85,13420,35.21,119.63,2.37
EU,2022-11,3.376673546,1.86,113.55,0.54,4.17,10074,28.92,126.8,1.27
ZAF,2023-01,6.084925853,3.64,68.42,1.17,5.13,10659,60.68,124.97,1
MEX,2023-06,3.34508388,2.53,74.09,3.15,4.57,12571,84.23,142.73,1.43
CAN,2023-08,4.558224609,0.17,74.98,6.18,5.41,18192,23.83,120.38,1.52
JPN,2020-09,3.916763402,1.33,36.15,2.69,5.94,9088,57.11,95.87,2.85
CHN,2022-03,3.922893845,0.58,97.57,4.4,4.21,7806,63.67,120.88,1.17
MEX,2022-05,5.766944899,2.9,117.81,4.16,4.87,8578,87.84,122.91,1.34
CHN,2020-12,5.017669129,0.15,22.64,-0.55,6.13,7349,62.46,104.44,3.7
VNM,2024-06,5.956156958,2.36,82.62,1.45,4.24,14336,94.84,123.31,1.52
IDN,2023-09,5.135786544,-1.37,88.53,3.05,4.33,8838,7.44,118.08,2.27
TUR,2020-08,3.079138004,1.39,47.64,2.09,6.5,9495,83.2,101.4,3.88
KOR,2023-07,3.798860229,4.99,74,3.58,5.67,9643,21.36,122.19,1
JPN,2023-09,5.018112647,-0.07,65.71,3.78,5.25,12218,57.62,128.06,1.36
IND,2020-04,5.775561474,2.51,42.26,3.47,7.69,10857,51.48,125.9,2.97
JPN,2021-12,4.795531929,1.24,77.45,2.5,5.88,10859,64.61,112.15,1.4
USA,2020-09,3.665452762,3.26,44.52,-0.08,7.24,8931,71.77,97.88,3.51
